,text,label,prob,noThresh,thresh
140,"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",0,-22.706824027028592,0,0
141,"Kalo bener gimmick, bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat ????",0,-12.637086715288877,0,0
142,Susah otaknya diemvang mah bikin rusuh dilapak orang,0,-7.614174176220099,0,0
143,najiiisss kayak si mba dese ga gitu ajaaa. hahahahaha maling teriak maling. ngaca buuuuuk,0,-12.175658058618653,0,0
144, <USERNAME> IYAK KAA HAHAHAHAH geli bgt gasih sama att ih kampung abis:(((,0,-9.27399256710957,0,0
145,"JOGETNYA BIKIN NGAKAKKK ANJIRRRR, KAMPUNGAN BANGET??????  <USERNAME>  <USERNAME>",0,-4.478241903440862,0,0
146,Bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego!  <USERNAME>,0,-22.52806891580404,0,0
147,"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget .",0,-33.99535773361847,0,0
148,"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",0,-28.907689656823816,0,0
149, <USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,0,-28.41033628037136,0,0
150, <USERNAME> hahahaaaa trs gue tanya. Lo tolol? PAke nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw. Eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman. Mana ada cowok tu,0,-27.931266291295444,0,0
151," <USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",0,-19.313446592392175,0,0
152, <USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,0,-28.862833591561785,0,0
153,"langsung saja bilang siapa yg di maksud, klu gini namanya MUNAFIK!",0,-7.484178612687441,0,0
154,"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu",0,-13.71234575154098,0,0
155,AMIT AMIT DEH ORANG JAHAT... PENJILAT PEMBOHONG PELAKOR JIJIK BANGET,0,-14.947105418709535,0,0
156,"Wkwkwkwk... Ya Allah ya Tuhan ku knp lah org2 munafik ni tp sok suci, mulan jamela kan ayu ting2 ngikuti jejak a bukan? Wkwkwk  <USERNAME>",0,-18.857744385745697,0,0
157,"Dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya,skrg hdp ny mkin anjlok malah bunda maya yg sring jelong2 kluarnegri..??????",0,-16.92076105358794,0,0
158,Hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain ????????,0,-5.606377019353188,0,0
159,"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada...  <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",0,-23.798744844730127,0,0
160,Kepo juga sm nyonyiah lu jongos  <USERNAME> emng tetehlu pas hamil peak udeh dinikahin ?? Brojol anak br di sirih EMNG LONTEEEEE kelas akun jamahliur dan junjungan hehe ??????,0,-18.674488870444904,0,0
161,"Eh jongos cba gue duluan yg nanya sm lu .. emng nyonyiah ada gembar gembor udah nikah.. adakah nyonyiah ngaku udeh nikah ???? Dr pada tetehlu yg lonte perek itu tiba"" brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng FITNA KEJI haha lonte menolak lupa xixix ??????  <USERNAME>",0,-36.33842923106608,0,0
162," <USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",0,-29.14954410163425,0,0
163,"@w.lina2706  <USERNAME> lucu aja ya sist, lonte di bela2 mati2an... Guoblok di pelihara, di bayar berapa gt sama muljamban, sampe bikin account  <USERNAME> mau maia nikah atau blm nikah apa urusan situ, kelihatan nyinyirnya sirik nya. Sekarang balik",0,-18.302901086258185,0,0
164,"Yaela muljem kyak stu bner aja. Gag inget apa udh ngrusak kbhagian klwrga org. Bego d prtahanin y gini ini,",0,-14.55524146143522,0,0
165,Banyak lakik doyan banci! Jadi banci & kawinin banci.... jijik!,0,-11.60669405187624,0,0
166," <USERNAME> itu comment yg tidak anda lihat, ada brp banyak. Jangan jadi pengguna medsos yg bodoh jangan asal bunyi. Situ sehat pakai hijab masi nyinyir aja??",0,-6.872170051034784,0,0
167," <USERNAME> malu tuh sama kerudung kamu sayang, sama ibadah nya. Sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah??",0,-17.82079727799899,0,0
168," <USERNAME> tolong di baca arti dr comment saya, udah kerdus+bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin, jd udah kerdungab ga sesuai mulut. Besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu .",0,-22.526018047451917,0,0
169,"Maaf mukanya jelek terus attitude nya buruk,,spesialis plagiat,,dan ketauan pula ,,,",0,-9.085060175800383,0,0
170,"ini orang otaknya ga pernah di sekolahin ya? itu resiko ketika udah upload sesuatu di sosmed, ya pasti bakal dapet perbincangan dari netizen. public figure kok ga ada otaknya.",0,-14.735164955277913,0,0
171,Artis kampungan wkwk,0,-4.278201729616223,0,0
172,"Iyaaa gue pernah pacaran? Udah nikah malah, tapi gak seNORAK eloo.. Gak risih emang? Jgn asal aplod, Perhatiin followers lu yg lumayan banyak itu, tar kebawa norak.",0,-16.65788580797038,0,0
173,y ampun pnyanyi dangdut kurang tenar songong bangt BACOTNYA ??pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,0,-17.492455837277255,0,0
174,Waaaaoooo..sopan sekali.. bahasami menunjukkan kelasmu !!! Heeeehh.. yg repot ama hidup lu siapahh ?? Elu live nampilin hal2 gak penting..yg nggilanikk.. menjijikkan..diliat org banyak.. ya pantes lah dikomen..klo gak mw dikomen videoin pribadi aja.. nonton sendiri lu ama kluarga lu di rmh.. nambah lagi niy ertong yg gak pny attutude!! Kampungan!!,0,-38.76567835157509,0,0
175,"Norak sih,kayak ga ada malunya.kl dia bilang terserah dia,ya udah,simpan fotonya.gak perlu dibagi kesemua orang.lah ini dipamer kemana,resikolah dinyinyiri orang.Insecure banget,kudu ya pamer2 gitu biar semua orang ngerti kl si mbaknya udh py pacar yg bisa dipamer2 pantatnya?Kampung bgt",0,-27.308667332203438,0,0
176,Koq marah sehhh???dasar wanita kampungan...??,0,-6.666337650855851,0,0
177,Kampungan.... Artis yg numpang tenar gara2 mukanya mirip Katy Perry doangÖ,0,-8.938319723299061,0,0
178,Susah kalo artis kampung,0,-4.021035316025622,0,0
179,"Ah min, gue lama2 gak suka sama akun ini nih! Berita nya basi! Lo liat dong min.. itu si kellen sama amora lagi dateng.. pake ikut jingkrak2 kok!! Lo saring dulu dong min.. biar berita nya gak blunder.. lo posting juga tu KD udah posting videon kellen ma amora lagi joget2 ma si arsya arsyi!!",0,-37.32020374579324,0,0
180," <USERNAME> iya""km bening, kelewat bening jadi buluk kan ya mbak ?? mbaknya baru nelen apasih komen kaya gini? Apa baru kesurupan ?",0,-8.088523564433972,0,0
181,"kita sekeluarga sangat ngefans dan kagum lihat  <USERNAME> semua nya deh.tapi lihat anak nya yg jelek,buluk kan.  <USERNAME>.hermansyah  <USERNAME> kutuk kan apa yg menimpa bunda KD untung Allah swt sudah menggantikan amora dan adik nya.gemezzzzzzz lihat nya cocok banget jadi Anak artis se class bunda KD ??????",0,-10.270469775940146,0,0
182,Emang dasar si anak nya aja yg lebay....urusan pribadi di umbar..biar di blow up... hadehh..gunanya whatsapp sms or telp buat apa..suka aneh....,0,-11.721403459051059,0,0
183,"Coba liat bibir mu sayang, seperti pantat ayam. Wajah mu bulukan seperti kentut?? perfectoooo?",0,-3.7857819074137753,0,0
184,Gagal fokus dengar suaranya.. koq jengkel ya dengernya... sorry cuman manusia biasa kalo jengkel????,0,-8.578931165525761,0,0
185,"Muljem ngomong gak jelas blepotan, gak nyadar mau idup enak aja pake rebut laki orang dulu",0,-12.69385674733692,0,0
186,??lucu ya si yg bikin kata2.bawa2 Tuhan.kalau dah kepepet. Masa dia ga tau ibarat apa org yg merusak rumah tangga org.ibarat merobohkan bangunan masjid mbak nya.bayangin aja seberapa besar nya dosa mu.nasi dah jdi bubur mba nya moga bisa bahagia di dunia.??,0,-12.7069472383836,0,0
187,Iyah bener. Tidak Akan merubah pandangan Tuhan terhadap Kita. Terutama elu Setan!! Makanya mikirrrr.. suami majikan kok diembat!!,0,-10.384621913430056,0,0
188,Gilingan mulan jalang lg kasih ceramah. Hahahaha . dasar cireng gak tau diri gak pernah ngaca. Si cireng lg ceramah sok2 kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini.,0,-21.24580655554754,0,0
189,"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",0,-14.537716013527625,0,0
190,"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",0,-6.653173551922338,0,0
191,Pernah ngga mba  <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,0,-38.227078400221366,0,0
192,Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,0,-10.715400144363905,0,0
193,"jelek,lecek,bantet ??????",0,-3.832566691387445,0,0
194,Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,0,-7.626043566643853,0,0
195,"Heran gw mak  <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",0,-20.108843189887768,0,0
196,"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",0,-12.758259731419264,0,0
197,Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,0,-9.123704528554171,0,0
198,Jablay anjir mukanya... Murahan bangetttt najisss,0,-4.01544586359359,0,0
199," <USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg ",0,-32.82931003270632,0,0
200,yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,1,5.404013935330775,1,1
201,Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,1,11.609719403700668,1,1
202,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",1,7.01972420521189,1,1
203,"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",1,18.21997076347023,1,1
204,"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",1,9.029794465661016,1,1
205,Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,1,12.806597639282344,1,1
206,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,1,25.170174659456073,1,1
207,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",1,8.606291475003571,1,1
208,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",1,7.342377232682115,1,1
209,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,1,0.8536131007394816,1,1
210,Sukak cewe cantik dan kmauan blajarnya tinggi ???,1,4.925984570030438,1,1
211,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",1,6.009844520596332,1,1
212,"Semangat batman  <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",1,5.59493291490514,1,1
213, <USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,1,9.154194063587594,1,1
214,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",1,11.889251038880957,1,1
215,"Seorang presiden tanpa embel"" gelar .. bangga sekali",1,2.247781285233002,1,1
216,Proud of you Indonesia. God bless Indonesia,1,3.554905386456322,1,1
217,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,1,7.6918885819647045,1,1
218,Ikut bangga pastinya ??,1,1.6277755470627862,1,1
219,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,1,7.34065467756623,1,1
220,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,1,15.314764054906972,1,1
221,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,1,11.314067133562252,1,1
222," <USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",1,1.433472444433578,1,1
223,cantik alami tanpa perlu bedak tebel dan gaya bak tante2,1,4.942955417952616,1,1
224,Cantik dan gagah mudahan lancar dampe hari h,1,7.404797134109733,1,1
225,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",1,1.4285303886737633,1,1
226,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",1,16.520263577086705,1,1
227,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",1,9.82495151208562,1,1
228,"Beruntung banget deh mba  <USERNAME> dapet mas  <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",1,15.824509199280488,1,1
229,Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,1,9.628391275053469,1,1
230,"Dear...Bpk  <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk  <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",1,29.076535863133298,1,1
231,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",1,11.473498885917627,1,1
232,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",1,8.492703451328907,1,1
233,Terimakasih Ibu  <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,1,21.34167771011434,1,1
234,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",1,31.87583597797999,1,1
235,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????",1,18.607511452112256,1,1
236,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",1,4.333399772656746,1,1
237,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,1,5.28970695668364,1,1
238,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,1,9.795312299610481,1,1
239,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,1,11.912838034010813,1,1
240,Bu  <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,1,13.680199609680074,1,1
241,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",1,6.0338994254435425,1,1
242,Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin,1,15.483746108522128,1,1
243,Setiap caption yang di buat ibu..dan setiap kali saya membaca captionnya secara tidak langsung saya belajar bahasa Inggris ... Terima kasih ibu... Secara personal saya tdk mengenal ibu Anie tp saya yakin betapa bangganya Anak Cucumu bisa kamu didik ibu menjadi generasi bangsa yang mandiri dan unggul ... Sehat terus ibu .. Semoga Cinta Kasih dalam Keluarga selalu engkau tebarkan untuk mereka ...,1,20.063655958351905,1,1
244,"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)",1,28.42068039839578,1,1
245,"senang liat ibu n bpk sby menikmati hari tua brsama cucu tercinta ,, sehat trs ya memo n pepo ,,, Allah SWT melindungi memo n pepo n kel #kisss",1,26.58731864469209,1,1
246,Semangat mebangun indonesia yg lebih maju pak jokowi ????,1,5.869367103612947,1,1
247,"Artis berkualitas, wajahnya itulohhh berkualitas bgt hihi.. Cantik bangetsss.. Top deh.. Ga pake drama dan gimick idupnya hihi.. Tajir tp. Sederhana",1,8.694501274555806,1,1
248,Mba via sptnya siyok melihat kejamnya dunia per artis an... mudah2an tetep sabar tetep berkarya dg baik... ????,1,0.2928858147291704,1,0
249,"Selalu suka sama via,org nya jujur apa adanya kaga gimmick2an hidupnya..hitam ya hitam,putih ya putih..kl ngomong blak2an,kl ngga suka dy ngomong jd ga pura2(gw banget sih),apa adanya ga munafik..sprti ajaran ortu gw..jangan suka memberi senyum kepalsuan????ga kaya artis yg onoh noh yg mulutnya lebar kya gorong2,tukang ngibul,munfik bgt kl ditanya wartawan jg jawabnya,perilaku ama omongan ga balance????",1,8.029587056322066,1,1
250,"Go a head Via...... Cuekin ajalah, udah biasa itu dalam pergaulan dunia kerja dan masyarakat biasa, apalagi pergaulan ertong. Pastilah ada yg gatel bin sirik klo liat orang sukses, anggep aja kuman gak usah dibikin status, malah kesenengan mereka ada bahan buat ngetawain. Betul nggak?? ??????",1,1.3978880406256589,1,1
251,Gagah kali abang borisq ini.. Klo gk bc nmx bner2 gk ngeh klo it bang boris...??,1,7.231656489984656,1,1
252,Weewww bangga kali ak liatnya bang  <USERNAME> pake baju adat karo.... Syip,1,6.608907466591419,1,1
253,Bagus banget baju dan pengantinya happy weding,1,4.7731833118030105,1,1
254,MasyaAllah . bagus banget ..,1,2.751457799375314,1,1
255,Gileee suaraaanyaa.. kereen parah.. sukak,1,3.110177941019549,1,1
256,Lebih keren dr penyanyi aslinya,1,5.527960621658962,1,1
257,Kereeeeeeeeeeeeeeennn sampe merinding brrrrr,1,1.7193392674033086,1,1
258,Yatuhan suaranyaaaaaaa bagus bangetttttttt,1,2.982573535765972,1,1
259,"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan",1,8.559606598775192,1,1
260,Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses,1,-1.159600225472929,0,0
261,"Dgrin ini sampe bulu kuduk naik saking bgusnya, masyaallah apik bgt suaranya",1,6.8255498091198685,1,1
262,Subhanallah tergetar hati dengar suara nya,1,3.485353454255503,1,1
263,Masa allah suaranya bagus banget cantik lagi orangnya idaman semua cowo,1,5.48927006333153,1,1
264,"Bagusss suaranya, penampilannya juga sesuai anak sekolahan, natural dan sesuai dengan usia nya",1,2.8913151682538274,1,1
265,Kerennnn suaranya bagus,1,3.1695413714426897,1,1
266,"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both.",1,10.86485237224515,1,1
267,"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????",1,7.921966566239848,1,1
268,Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,1,3.245044927042641,1,1
269,Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,1,4.546811916520732,1,1
270,aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????,1,3.5227047544891628,1,1
271,Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gtu...,1,6.422256898587102,1,1
272,waduuhhh...Kereeen bangeeet dedek2 emeesh,1,4.137527209666168,1,1
273,Klo aku sih yes bingits...coba ya seandaix anak2 buat video sprt gini atau video kreativ lainnya kan bagus dripda buat video mesum..atau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri,1,11.013703234098738,1,1
274,Bagussss + dandannya natural ga banyak permak kayak anak jaman now lainnya ????????????,1,2.7154149211969028,1,1
275,Kereeeeennnn padahal nyanyinya santai banget ????????????,1,3.6595513953439847,1,1
276,Polossss...keren....ga neko2 kayaknya...jossss,1,6.5260513949200005,1,1
277,Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg diksh jempolllll ????????,1,3.1948400018662135,1,1
278,Wajah2 anak skul bgt yaakk mase alami bgt suka liatnya ???? lagu ma suara keren palg yg pake bando suaranya mantap ??????,1,16.455249573154337,1,1
279,Keren suaranya dasarnya cantik tinggal di poles dikit bersinar??????,1,7.454763896000474,1,1
280,"Pembagian suaranya pas bnget,pecah suaranya jg cakep",1,6.375003958583149,1,1
281,keren bgt suaranya.tinggal dipermak aja biar tmbh cantik.viralkann....,1,8.059582908042012,1,1
282,Kereeeennnnnn... suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa..,1,4.139801373627979,1,1
283,"Yes yes yes..kirain lypsinc habisnya mirip sih suaranya,eh pas dua2nya nyanyi bareng baru ngeh asli..kereennn",1,9.726390537973945,1,1
284,Keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit mukanya bisa cemerlang,1,4.4314496560530054,1,1
285,Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????,1,2.829652622545518,1,1
286,Kereeen bgt suaranya. Nah kyk gini dong kids jaman now...??,1,2.051854861655127,1,1
287,mrinding... bagus poll... d jaga ya dek kepolosannya... ???? jng smpek kyk si aw2 dkk.. ??????,1,4.528464926405713,1,1
288,"Kereenn sumpaah,, kebangetan bagusnya..??",1,3.159197071445289,1,1
289,Ya ampun lakikny ganteng. Rini nya juga cantik. Mungil pula skrg.,1,4.791837789908233,1,1
290,"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng slluÖ",1,10.697567549158418,1,1
291,"Wah Mbak Rini hamil ya ?? Selamat ya mbak semoga kandungannya sehat"" aja & juga mbak rininya , makin bahagia di hamil yang pertama , dan semoga lancar di proses persalinannya nanti ????",1,21.682788274321297,1,1
292,"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",1,-2.2163738603117933,0,0
293,Kalo pasangan cantik + ganteng suka deh liatnya?,1,5.872860393887892,1,1
294,"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih",1,17.30681585051337,1,1
295,ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw,1,6.738342488169585,1,1
